# Simulation Data — Safe-Concurrency Multi-Sensor Fusion System
# Platform: ESP32-S3 | MicroPython (Proteus VSM)
# Logic: N-Sensor Voting + Adaptive Lockout + Event-Triggered
# Captured: 18 Juni 2026
# Format: iter temp(C) press(hPa) vib(arb) latency_us status
# Status: NORMAL, FAULT_DETECTED(MINOR|CRITICAL,count/N),
#         LOCKOUT_ACTIVE, LOCKOUT_CLEARED
# ─────────────────────────────────────────────────────────────────────────
0 25 1013 5 0 NORMAL
1 25 1013 5 0 NORMAL
2 25 1013 5 0 NORMAL
3 25 1013 5 0 NORMAL
4 99 1013 9999 45 FAULT_DETECTED(MINOR,2/3)
5 99 1013 9999 0 LOCKOUT_ACTIVE(400ms)
6 99 1013 9999 0 LOCKOUT_ACTIVE(300ms)
7 99 1013 9999 0 LOCKOUT_ACTIVE(200ms)
8 99 1013 9999 0 LOCKOUT_ACTIVE(100ms)
9 99 1013 9999 0 LOCKOUT_CLEARED
10 25 1013 5 0 NORMAL
11 25 1013 5 0 NORMAL
12 25 1013 5 0 NORMAL
13 25 1013 5 0 NORMAL
14 25 1013 5 0 NORMAL
15 25 1013 5 0 NORMAL
16 25 1013 5 0 NORMAL
17 25 1013 5 0 NORMAL
18 25 1013 5 0 NORMAL
19 25 1013 5 0 NORMAL
20 25 1013 5 0 NORMAL
21 25 1013 5 0 NORMAL
22 25 1013 5 0 NORMAL
23 25 1013 5 0 NORMAL
24 25 1013 5 0 NORMAL
25 25 1013 5 0 NORMAL
26 25 1013 5 0 NORMAL
27 99 1013 9999 45 FAULT_DETECTED(MINOR,2/3)
28 99 1013 9999 0 LOCKOUT_ACTIVE(400ms)
29 99 1013 9999 0 LOCKOUT_ACTIVE(300ms)
30 99 1013 9999 0 LOCKOUT_ACTIVE(200ms)
31 99 1013 9999 0 LOCKOUT_ACTIVE(100ms)
32 99 1013 9999 0 LOCKOUT_CLEARED
33 25 1013 5 0 NORMAL
34 25 1013 5 0 NORMAL
35 25 1013 5 0 NORMAL
36 25 1013 5 0 NORMAL
37 25 1013 5 0 NORMAL
38 25 1013 5 0 NORMAL
39 25 1013 5 0 NORMAL
40 25 1013 5 0 NORMAL
50 25 1013 5 0 NORMAL
60 25 1013 5 0 NORMAL
70 25 1013 5 0 NORMAL
80 25 1013 5 0 NORMAL
90 25 1013 5 0 NORMAL
100 25 1013 5 0 NORMAL
107 99 0 9999 45 FAULT_DETECTED(CRITICAL,3/3)
108 99 0 9999 0 LOCKOUT_ACTIVE(1900ms)
109 99 0 9999 0 LOCKOUT_ACTIVE(1800ms)
110 99 0 9999 0 LOCKOUT_ACTIVE(1700ms)
111 99 0 9999 0 LOCKOUT_ACTIVE(1600ms)
112 99 0 9999 0 LOCKOUT_ACTIVE(1500ms)
113 99 0 9999 0 LOCKOUT_ACTIVE(1400ms)
114 99 0 9999 0 LOCKOUT_ACTIVE(1300ms)
115 99 0 9999 0 LOCKOUT_ACTIVE(1200ms)
116 99 0 9999 0 LOCKOUT_ACTIVE(1100ms)
117 99 0 9999 0 LOCKOUT_ACTIVE(1000ms)
118 99 0 9999 0 LOCKOUT_ACTIVE(900ms)
119 99 0 9999 0 LOCKOUT_ACTIVE(800ms)
120 99 0 9999 0 LOCKOUT_ACTIVE(700ms)
121 99 0 9999 0 LOCKOUT_ACTIVE(600ms)
122 99 0 9999 0 LOCKOUT_ACTIVE(500ms)
123 99 0 9999 0 LOCKOUT_ACTIVE(400ms)
124 99 0 9999 0 LOCKOUT_ACTIVE(300ms)
125 99 0 9999 0 LOCKOUT_ACTIVE(200ms)
126 99 0 9999 0 LOCKOUT_ACTIVE(100ms)
127 99 0 9999 0 LOCKOUT_CLEARED
128 25 1013 5 0 NORMAL
